time (s) 	ai1 (K)	ai2 (K)	ai3 (K)	ai4 (K)	ai5 (K)	ai6 (K)	ai7 (K)	ai8 (K)	ai9 (K)
35.8084	1233.15	1179.741483732	1216.31002664	1179.750546924	1195.556102397	1171.094741995	1207.323385617	1171.079871937	1195.550059792
36.3776	1233.15	1178.965584063	1216.061026817	1178.965543431	1194.997099734	1170.19373578	1206.944382954	1170.17886951	1194.988060028
36.9536	1233.15	1178.178484383	1215.805026936	1178.184539111	1194.442095294	1169.284829921	1206.55538029	1169.268767332	1194.433060324
37.5342	1233.15	1177.392584715	1215.549027054	1177.399535619	1193.877090855	1168.374724239	1206.166377627	1168.364764965	1193.871060561
38.1216	1233.15	1176.60458507	1215.293027173	1176.611532186	1193.315087304	1167.463718024	1205.777374963	1167.448863118	1193.306060857
38.7136	1233.15	1175.815385413	1215.037027291	1175.823528753	1192.753083753	1166.547813052	1205.388372299	1166.535760999	1192.744061094
39.3125	1233.15	1175.021585721	1214.781027409	1175.028525261	1192.188079313	1165.629807725	1204.996368748	1165.615658821	1192.17906139
39.9159	1233.15	1174.2314861	1214.525027528	1174.231422076	1191.623074874	1164.711802398	1204.607366085	1164.699756974	1191.617061627
40.5262	1233.15	1173.429486337	1214.262027587	1173.435518335	1191.051071323	1163.790796183	1204.211364309	1163.771755435	1191.045061864
41.1411	1233.15	1172.633586668	1214.003027765	1172.638415151	1190.479067772	1162.865791744	1203.812361645	1162.851653257	1190.4730621
41.7628	1233.15	1171.836486988	1213.740027824	1171.835512298	1189.90706422	1161.942685174	1203.423358982	1161.925751411	1189.901062337
42.3891	1233.15	1171.031487284	1213.481028001	1171.037508865	1189.335060669	1161.014679847	1203.024356318	1160.997749872	1189.329062574
43.0223	1233.15	1170.22648758	1213.218028061	1170.232505373	1188.763057117	1160.081775763	1202.625353655	1160.067647694	1188.75406287
43.66	1233.15	1169.421487876	1212.952028179	1169.427502828	1188.184054454	1159.151670081	1202.226350991	1159.134746735	1188.182063107
44.3046	1233.15	1168.614388196	1212.696028297	1168.617599916	1187.609050015	1158.214565286	1201.820349216	1158.199745137	1187.600063344
44.9537	1233.15	1167.802388432	1212.430028416	1167.810496732	1187.027046463	1157.278660314	1201.42434744	1157.26874271	1187.021063521
45.6098	1233.15	1166.994388788	1212.164028534	1166.998494127	1186.4480438	1156.343655875	1201.022343889	1156.32464136	1186.439063758
46.2726	1233.15	1166.182389024	1211.891028593	1166.183490635	1185.866040249	1155.400751791	1200.616342113	1155.386639822	1185.857063995
46.9401	1233.15	1165.362489238	1211.628028653	1165.36848809	1185.277037585	1154.460646109	1200.210340337	1154.443737916	1185.275064232
47.6144	1233.15	1164.547489534	1211.362028771	1164.554384846	1184.695034034	1153.51564167	1199.804338562	1153.498736318	1184.686064409
48.2955	1233.15	1163.727589747	1211.096028889	1163.732382242	1184.103030482	1152.570637231	1199.395335898	1152.551635027	1184.104064646
48.9813	1233.15	1162.910490066	1210.820029008	1162.912480277	1183.521026931	1151.620734034	1198.989334123	1151.606633429	1183.515064824
49.6739	1233.15	1162.088490303	1210.554029126	1162.088377033	1182.932024268	1150.67362924	1198.580331459	1150.654632719	1182.92306506
50.3733	1233.15	1161.264390564	1210.281029185	1161.265474181	1182.333021604	1149.718624801	1198.171328796	1149.701730813	1182.334065238
51.0773	1233.15	1160.4423908	1210.008029245	1160.443471576	1181.744018941	1148.76662125	1197.758327908	1148.752528884	1181.742065475
51.7882	1233.15	1159.612491013	1209.742029363	1159.61936928	1181.152015389	1147.81161681	1197.349325244	1147.794728505	1181.143065652
52.5059	1233.15	1158.783491191	1209.466029481	1158.789466368	1180.553012726	1146.856612371	1196.933323468	1146.837626268	1180.55406583
53.2305	1233.15	1157.956391511	1209.193029541	1157.957463763	1179.961009174	1145.89460882	1196.524320805	1145.875625557	1179.955066008
53.9597	1233.15	1157.124391748	1208.917029659	1157.128462047	1179.362006511	1144.935606156	1196.108319029	1144.920623959	1179.356066185
54.6957	1233.15	1156.293291949	1208.644029718	1156.296459443	1178.763003847	1143.975500474	1195.692317254	1143.958622302	1178.757066363
55.4386	1233.15	1155.456392103	1208.368029837	1155.462357146	1178.164001184	1143.015597278	1195.276315478	1142.996621592	1178.15806654
56.1883	1233.15	1154.623492375	1208.088029837	1154.623354482	1177.56499852	1142.046594614	1194.857312814	1142.027620822	1177.556066777
56.9449	1233.15	1153.784492553	1207.812029955	1153.783452517	1176.955995857	1141.081590175	1194.434311927	1141.062619224	1176.950066896
57.706	1233.15	1152.943392754	1207.536030073	1152.951449913	1176.356993193	1140.112587512	1194.018310151	1140.093618455	1176.348067132
58.4741	1233.15	1152.106492908	1207.253030133	1152.110347557	1175.74799053	1139.142684315	1193.592308375	1139.128616857	1175.742067251
59.2489	1233.15	1151.264493145	1206.980030192	1151.271345841	1175.141988754	1138.174379699	1193.1763066	1138.156615199	1175.140067488
60.0307	1233.15	1150.425493322	1206.697030251	1150.429343237	1174.532986091	1137.199577746	1192.750304824	1137.184614489	1174.534067606
60.8192	1233.15	1149.581393583	1206.421030369	1149.582441212	1173.923983427	1136.225473839	1192.33130216	1136.20561372	1173.925067784
61.6147	1233.15	1148.734493737	1206.138030429	1148.739239164	1173.314980764	1135.253470288	1191.908301273	1135.233612062	1173.309067902
62.417	1233.15	1147.886393879	1205.855030488	1147.89233714	1172.7059781	1134.274467624	1191.482299497	1134.254611293	1172.70006808
63.2262	1233.15	1147.039494033	1205.569030606	1147.043335424	1172.089976324	1133.294564428	1191.056297721	1133.275610524	1172.091068257
64.0399	1233.15	1146.193294317	1205.286030665	1146.196433399	1171.480973661	1132.315561764	1190.630295946	1132.301509174	1171.472068435
64.8605	1233.15	1145.346394471	1205.003030725	1145.345331044	1170.864971885	1131.336559101	1190.197295058	1131.321608156	1170.863068612
65.6879	1233.15	1144.497394648	1204.720030784	1144.496329327	1170.255969222	1130.357556437	1189.771293282	1130.340506747	1170.247068731
66.5222	1233.15	1143.641394767	1204.437030843	1143.647327611	1169.636966558	1129.373452531	1189.345291506	1129.354506866	1169.631068849
67.3634	1233.15	1142.792394944	1204.151030961	1142.791325835	1169.020964782	1128.394449868	1188.912290619	1128.374605848	1169.012069027
68.2114	1233.15	1141.935495098	1203.868031021	1141.942324119	1168.401962119	1127.407547559	1188.486288843	1127.388605019	1168.396069145
69.0663	1233.15	1141.0843953	1203.58503108	1141.085422094	1167.785960343	1126.424344185	1188.050287067	1126.40450367	1167.777069323
69.928	1233.15	1140.228395418	1203.292031139	1140.227320626	1167.16695768	1125.437441877	1187.624285292	1125.4155029	1167.161069441
70.7966	1233.15	1139.369395596	1203.009031198	1139.375318022	1166.543956792	1124.450539569	1187.191284404	1124.428601823	1166.542069619
71.6744	1233.15	1138.513395714	1202.716031257	1138.512317134	1165.924954128	1123.45943655	1186.755282628	1123.439601054	1165.916069737
72.559	1233.15	1137.654395892	1202.430031376	1137.653315418	1165.298952353	1122.470433886	1186.319280852	1122.448500592	1165.290069856
73.4504	1233.15	1136.78839601	1202.140031376	1136.792213062	1164.672950577	1121.474432111	1185.886279964	1121.452499763	1164.664069974
74.3487	1233.14	1135.929396188	1201.847031435	1135.928311926	1164.043947914	1120.482428559	1185.450278189	1120.458599574	1164.045070152
75.2539	1233.14	1135.065496282	1201.561031553	1135.069310209	1163.417946138	1119.486426784	1185.007277301	1119.464498224	1163.41907027
76.1659	1233.14	1134.204396484	1201.268031613	1134.203308434	1162.791944362	1118.490425008	1184.571275525	1118.468497396	1162.783070388
77.0848	1233.14	1133.338396602	1200.975031672	1133.339407297	1162.165942587	1117.494423232	1184.138274637	1117.474597206	1162.157070507
78.0105	1233.14	1132.47239672	1200.685031672	1132.471305829	1161.536939923	1116.500319326	1183.69527375	1116.475596437	1161.531070625
78.9454	1233.14	1131.606396839	1200.392031731	1131.605304054	1160.903939035	1115.499418793	1183.259271974	1115.477495916	1160.902070803
79.8871	1233.14	1130.738296981	1200.09903179	1130.739303225	1160.274936372	1114.50041613	1182.813270198	1114.480594839	1160.269070862
80.8357	1233.14	1129.871397135	1199.803031909	1129.873301449	1159.641935484	1113.501413466	1182.37026931	1113.47949343	1159.64007104
81.7912	1233.14	1129.00049717	1199.510031968	1129.004299733	1159.01293282	1112.498412578	1181.927268423	1112.476493489	1159.007071099
82.7558	1233.14	1128.132397312	1199.210031968	1128.131298845	1158.376931045	1111.49730956	1181.484267535	1111.47749272	1158.371071217
83.7272	1233.14	1127.256397431	1198.917032027	1127.262297128	1157.740929269	1110.493408139	1181.041266647	1110.469392199	1157.735071336
84.7056	1233.13	1126.388297573	1198.624032086	1126.387195601	1157.107928381	1109.487406364	1180.595264871	1109.46549201	1157.099071454
85.6907	1233.13	1125.514397668	1198.321032145	1125.513294465	1156.471926606	1108.4884037	1180.152263983	1108.459491181	1156.463071572
86.6851	1233.13	1124.640497762	1198.028032205	1124.644292748	1155.83592483	1107.475402812	1179.706262208	1107.453490352	1155.827071691
87.6862	1233.13	1123.763297869	1197.728032205	1123.771291861	1155.189923054	1106.469401037	1179.26326132	1106.447490471	1155.191071809
88.6943	1233.13	1122.889397964	1197.432032323	1122.893190393	1154.553921278	1105.463399261	1178.810260432	1105.441489642	1154.548071868
89.7114	1233.12	1122.013398082	1197.132032323	1122.019289256	1153.910920391	1104.457397485	1178.364258656	1104.433389121	1153.912071987
90.7355	1233.12	1121.1373982	1196.829032382	1121.136288369	1153.274918615	1103.448394822	1177.914258656	1103.421588624	1153.266072105
91.7687	1233.12	1120.259298342	1196.526032441	1120.260286593	1152.628916839	1102.433293579	1177.468256881	1102.413488103	1152.630072224
92.8087	1233.12	1119.378398378	1196.233032501	1119.384285764	1151.985915951	1101.427291803	1177.015255993	1101.398387523	1151.984072342
93.8556	1233.11	1118.502398496	1195.93003256	1118.501284876	1151.346913288	1100.413390382	1176.562255105	1100.389386754	1151.341072401
94.9116	1233.11	1117.619398556	1195.627032619	1117.623183408	1150.7039124	1099.400389495	1176.109254217	1099.376386813	1150.69507252
95.9745	1233.11	1116.741298698	1195.324032678	1116.742282213	1150.057910624	1098.384387719	1175.663252442	1098.362486624	1150.052072579
97.0466	1233.1	1115.858298757	1195.014032678	1115.859281325	1149.411908849	1097.371386831	1175.210251554	1097.347386044	1149.406072697
98.1255	1233.1	1114.975298816	1194.711032737	1114.981179857	1148.761908849	1096.355385055	1174.750251554	1096.333485854	1148.760072816
99.2136	1233.09	1114.091398911	1194.408032797	1114.095179028	1148.115907073	1095.342384168	1174.294249778	1095.317485026	1148.107072875
100.308	1233.09	1113.213299053	1194.105032856	1113.212178141	1147.469905297	1094.326382392	1173.84124889	1094.302384445	1147.461072993
101.413	1233.08	1112.324499065	1193.795032856	1112.329177253	1146.81690441	1093.308280261	1173.388248002	1093.281484197	1146.815073112
102.523	1233.08	1111.439399148	1193.492032915	1111.443175477	1146.170902634	1092.294378841	1172.925247115	1092.265484315	1146.162073171
103.644	1233.07	1110.55429923	1193.182032915	1110.553175477	1145.517901746	1091.274378841	1172.472246227	1091.249483487	1145.50907323
104.773	1233.07	1109.670399325	1192.876033033	1109.669274341	1144.86189997	1090.25627671	1172.009245339	1090.226483546	1144.856073289
105.909	1233.06	1108.777399384	1192.566033033	1108.781172873	1144.208899083	1089.235376177	1171.546244451	1089.205583297	1144.210073408
107.054	1233.05	1107.894399444	1192.256033033	1107.893272565	1143.555898195	1088.212375289	1171.093243563	1088.187482776	1143.554073526
108.206	1233.04	1107.006299586	1191.943033093	1107.005171097	1142.899896419	1087.192172803	1170.630242675	1087.164481889	1142.901073585
109.367	1233.04	1106.115399621	1191.640033152	1106.115171097	1142.246895531	1086.171272271	1170.167241788	1086.141481948	1142.248073644
110.538	1233.03	1105.223299645	1191.327033211	1105.229169321	1141.590893756	1085.148271383	1169.7042409	1085.118482007	1141.585073704
111.717	1233.02	1104.337299763	1191.007033211	1104.336168434	1140.937892868	1084.124369962	1169.241240012	1084.093381427	1140.929073822
112.904	1233.01	1103.446399799	1190.697033211	1103.445268185	1140.27489198	1083.099268719	1168.771240012	1083.070381486	1140.276073881
114.099	1233	1102.553399858	1190.38403327	1102.552267297	1139.618890204	1082.076267832	1168.305238236	1082.046481297	1139.61307394
115.304	1232.99	1101.660399917	1190.071033329	1101.659266409	1138.955889316	1081.046267832	1167.842237348	1081.021380717	1138.950074
116.518	1232.98	1100.7653	1189.751033329	1100.766265522	1138.292888429	1080.022366411	1167.372237348	1079.991380717	1138.294074118
117.738	1232.96	1099.872300059	1189.438033389	1099.873264634	1137.639887541	1078.997265168	1166.89923646	1078.967480527	1137.631074177
118.968	1232.95	1098.979300118	1189.118033389	1098.978164054	1136.973885765	1077.967265168	1166.436235573	1077.942379947	1136.968074236
120.207	1232.94	1098.081400095	1188.802033507	1098.085163166	1136.310884877	1076.943363747	1165.963234685	1076.911479699	1136.305074296
121.455	1232.92	1097.186300178	1188.482033507	1097.187262858	1135.647883989	1075.913363747	1165.490233797	1075.888479758	1135.642074355
122.713	1232.91	1096.292400272	1188.162033507	1096.291262029	1134.977883989	1074.885261617	1165.020233797	1074.855479817	1134.976074473
123.979	1232.89	1095.392400272	1187.839033566	1095.391261082	1134.311882214	1073.854361084	1164.547232909	1073.825479817	1134.313074532
125.253	1232.87	1094.497300355	1187.519033566	1094.496160502	1133.648881326	1072.824361084	1164.074232021	1072.794579568	1133.643074532
126.535	1232.86	1093.599400332	1187.196033625	1093.603159614	1132.975880438	1071.796258953	1163.594232021	1071.767379296	1132.977074651
127.827	1232.84	1092.70340045	1186.873033685	1092.702259366	1132.31287955	1070.766258953	1163.121231133	1070.736479048	1132.307074651
129.128	1232.82	1091.801300474	1186.553033685	1091.802258419	1131.639878662	1069.733258065	1162.645229358	1069.703479107	1131.641074769
130.438	1232.8	1090.908300533	1186.230033744	1090.907157839	1130.976877774	1068.703258065	1162.165229358	1068.673479107	1130.968074828
131.757	1232.78	1090.005300592	1185.900033744	1090.00625759	1130.303876887	1067.670257177	1161.685229358	1067.638378527	1130.295074888
133.085	1232.75	1089.105300592	1185.570033744	1089.104156951	1129.630875999	1066.63725629	1161.20222847	1066.607478278	1129.629075006
134.422	1232.73	1088.204400628	1185.247033803	1088.205356395	1128.957875111	1065.604255402	1160.729227582	1065.575378586	1128.959075006
135.769	1232.7	1087.304400628	1184.914033862	1087.303255755	1128.284874223	1064.574255402	1160.239227582	1064.542378645	1128.276075065
137.125	1232.68	1086.401400687	1184.584033862	1086.400254868	1127.611873335	1063.536355757	1159.756226694	1063.504478337	1127.603075124
138.49	1232.65	1085.501400687	1184.254033862	1085.505154287	1126.938872447	1062.501254514	1159.273225806	1062.471478397	1126.930075184
139.866	1232.62	1084.598400746	1183.921033921	1084.59725398	1126.25587156	1061.468253626	1158.790224919	1061.436377817	1126.257075243
141.252	1232.59	1083.693300829	1183.588033981	1083.694253092	1125.582870672	1060.428253626	1158.300224919	1060.398478456	1125.574075302
142.646	1232.56	1082.791200852	1183.251033921	1082.79005276	1124.899869784	1059.393152383	1157.810224919	1059.363377876	1124.894075302
144.05	1232.53	1081.885400805	1182.918033981	1081.889152512	1124.219869784	1058.355252738	1157.324223143	1058.323377876	1124.21807542
145.463	1232.49	1080.982400864	1182.578033981	1080.981252204	1123.536868896	1057.315252738	1156.834223143	1057.285478515	1123.53807542
146.886	1232.46	1080.077300947	1182.24503404	1080.078251316	1122.86086712	1056.284352206	1156.341222255	1056.250377935	1122.85507548
148.319	1232.42	1079.169400924	1181.902034099	1079.168251316	1122.177866233	1055.24225185	1155.841222255	1055.210377935	1122.172075539
149.762	1232.38	1078.267300947	1181.562034099	1078.266150677	1121.487866233	1054.20225185	1155.348221367	1054.170377935	1121.489075598
151.214	1232.34	1077.357300947	1181.222034099	1077.356150677	1120.804865345	1053.167150608	1154.855220479	1053.131578326	1120.806075657
152.675	1232.3	1076.454301006	1180.879034158	1076.453149789	1120.121864457	1052.126250075	1154.355220479	1052.096477746	1120.116075657
154.148	1232.26	1075.544301006	1180.529034158	1075.543149789	1119.431864457	1051.086250075	1153.855220479	1051.054378053	1119.433075716
155.63	1232.21	1074.636400983	1180.186034217	1074.635249481	1118.748863569	1050.04835043	1153.355220479	1050.014378053	1118.740075776
157.121	1232.16	1073.731301066	1179.836034217	1073.730148901	1118.055862681	1049.006250075	1152.852219592	1048.974378053	1118.057075835
158.623	1232.11	1072.819201089	1179.486034217	1072.820147954	1117.365862681	1047.965349542	1152.349218704	1047.931378113	1117.367075835
160.135	1232.06	1071.911301066	1179.143034277	1071.910147954	1116.672861793	1046.925349542	1151.849218704	1046.891378113	1116.674075894
161.658	1232.01	1071.000401101	1178.786034217	1070.999247706	1115.982861793	1045.881148832	1151.339218704	1045.846478693	1115.981075953
163.191	1231.95	1070.088301125	1178.433034277	1070.087147066	1115.289860906	1044.835349542	1150.833216928	1044.803478752	1115.288076012
164.734	1231.9	1069.178301125	1178.080034336	1069.177147066	1114.596860018	1043.793249187	1150.323216928	1043.761378113	1114.598076012
166.287	1231.84	1068.268301125	1177.723034277	1068.267147066	1113.90385913	1042.753249187	1149.813216928	1042.718378172	1113.898076012
167.852	1231.77	1067.355301184	1177.370034336	1067.354146179	1113.20385913	1041.703249187	1149.30021604	1041.673478752	1113.202076131
169.426	1231.71	1066.445301184	1177.007034395	1066.446245871	1112.500858242	1040.663249187	1148.79021604	1040.628378172	1112.502076131
171.011	1231.64	1065.533201208	1176.647034395	1065.532045539	1111.807857354	1039.620248299	1148.27021604	1039.58137906	1111.802076131
172.605	1231.58	1064.61740116	1176.287034395	1064.616245871	1111.107857354	1038.571148832	1147.75021604	1038.540478811	1111.09907619
174.211	1231.51	1063.705301184	1175.917034395	1063.704145231	1110.404856466	1037.530248299	1147.234214265	1037.49137906	1110.39907619
175.826	1231.43	1062.795301184	1175.554034454	1062.792044592	1109.701855579	1036.483249187	1146.714214265	1036.448379119	1109.696076249
177.453	1231.36	1061.87740116	1175.184034454	1061.876244924	1109.001855579	1035.438147944	1146.194214265	1035.40137906	1108.993076308
179.091	1231.28	1060.965301184	1174.814034454	1060.964144284	1108.291855579	1034.392348654	1145.664214265	1034.353479699	1108.290076368
180.738	1231.2	1060.05440122	1174.444034454	1060.053244036	1107.588854691	1033.343249187	1145.141213377	1033.308379119	1107.580076368
182.397	1231.11	1059.135301184	1174.074034454	1059.134144284	1106.878854691	1032.295349542	1144.611213377	1032.261380007	1106.877076427
184.067	1231.03	1058.21740116	1173.701034513	1058.221143397	1106.165853803	1031.250248299	1144.081213377	1031.211380007	1106.167076427
185.747	1230.94	1057.305301184	1173.321034513	1057.304143337	1105.462852915	1030.203249187	1143.548212489	1030.168379119	1105.457076427
187.438	1230.85	1056.38740116	1172.941034513	1056.384143337	1104.752852915	1029.155349542	1143.018212489	1029.121380007	1104.744076486
189.141	1230.75	1055.475301184	1172.561034513	1055.474143337	1104.032852915	1028.105349542	1142.478212489	1028.071380007	1104.034076486
190.855	1230.66	1054.555301184	1172.181034513	1054.554143337	1103.319852027	1027.056250075	1141.945211601	1027.021380007	1103.321076545
192.58	1230.55	1053.63740116	1171.798034573	1053.63624303	1102.606851139	1026.006250075	1141.405211601	1025.971380007	1102.601076545
194.315	1230.45	1052.718301125	1171.408034573	1052.72114245	1101.886851139	1024.95835043	1140.865211601	1024.923480646	1101.888076604
196.062	1230.34	1051.805301184	1171.025034632	1051.80414239	1101.166851139	1023.90835043	1140.322210713	1023.874380894	1101.168076604
197.82	1230.23	1050.885301184	1170.635034632	1050.88414239	1100.453850252	1022.85835043	1139.775211601	1022.824380894	1100.448076604
199.589	1230.12	1049.96740116	1170.245034632	1049.966242083	1099.733850252	1021.809250963	1139.225211601	1021.774380894	1099.725076664
201.37	1230	1049.048301125	1169.845034632	1049.047142331	1099.010849364	1020.759250963	1138.679209825	1020.724380894	1099.005076664
203.163	1229.89	1048.128301125	1169.455034632	1048.127142331	1098.283850252	1019.711351318	1138.129209825	1019.674380894	1098.282076723
204.967	1229.76	1047.208301125	1169.055034632	1047.207142331	1097.560849364	1018.661351318	1137.572210713	1018.619481474	1097.559076782
206.783	1229.64	1046.290401101	1168.655034632	1046.289242023	1096.830849364	1017.609250963	1137.019209825	1017.567381782	1096.832076723
208.61	1229.51	1045.368301125	1168.252034691	1045.367141384	1096.107848476	1016.554352206	1136.459209825	1016.517381782	1096.102076723
210.449	1229.37	1044.448301125	1167.845034632	1044.447141384	1095.377848476	1015.504352206	1135.899209825	1015.467381782	1095.369076782
212.3	1229.23	1043.528301125	1167.435034632	1043.527141384	1094.644847588	1014.454352206	1135.336208938	1014.412482362	1094.639076782
214.162	1229.09	1042.603401042	1167.025034632	1042.607141384	1093.914847588	1013.40252201	1134.769209825	1013.360832794	1093.909076782
216.035	1228.95	1041.683401042	1166.612034691	1041.682241964	1093.174847588	1012.345522898	1134.206208938	1012.310832794	1093.176076841
217.92	1228.8	1040.76220103	1166.202034691	1040.760141325	1092.444847588	1011.295522898	1133.636208938	1011.255933374	1092.4430769
219.82	1228.65	1039.841301066	1165.782034691	1039.840141325	1091.704847588	1010.240624141	1133.056208938	1010.20584335	1091.7030769
221.73	1228.49	1038.916400983	1165.362034691	1038.915241905	1090.9718467	1009.188433733	1132.486208938	1009.148754213	1090.9630769
222.548	1228.43	1038.524301006	1165.182034691	1038.523141266	1090.6518467	1008.738613839	1132.24320805	1008.699024287	1090.6530769
224.473	1228.26	1037.604301006	1164.762034691	1037.603141266	1089.9118467	1007.688703893	1131.66320805	1007.649024287	1089.9130769
226.414	1228.1	1036.679400924	1164.33903475	1036.678241846	1089.1718467	1006.633625029	1131.08320805	1006.591934203	1089.17007696
228.366	1227.93	1035.757300947	1163.912034691	1035.756141207	1088.428845812	1005.575065615	1130.50320805	1005.53986443	1088.4230769
230.33	1227.75	1034.832400864	1163.47903475	1034.831241787	1087.678845812	1004.52413542	1129.91320805	1004.484035109	1087.68007696
232.306	1227.58	1033.910300888	1163.04903475	1033.909141147	1086.928845812	1003.468306467	1129.32320805	1003.426105148	1086.93007696
234.296	1227.39	1032.982400864	1162.612034691	1032.981241787	1086.185844925	1002.410077071	1128.73320805	1002.374875252	1086.18007696
236.297	1227.21	1032.060300888	1162.172034691	1032.059141147	1085.435844925	1001.359056822	1128.14320805	1001.318115744	1085.43007696
238.312	1227.02	1031.133300829	1161.732034691	1031.132141088	1084.678845812	1000.301667568	1127.54320805	1000.260846179	1084.68007696
240.339	1226.82	1030.20630077	1161.28903475	1030.205141976	1083.925844925	999.2446983849	1126.950207162	999.2034565742	1083.927077019
242.378	1226.62	1029.283300829	1160.84903475	1029.282141088	1083.175844925	998.1877292017	1126.34320805	998.1513864227	1083.17007696
244.43	1226.42	1028.358400746	1160.39903475	1028.357241668	1082.415844925	997.1351486513	1125.74320805	997.0939067932	1082.417077019
246.495	1226.21	1027.42930071	1159.94903475	1027.428141917	1081.655844925	996.0779694326	1125.140207162	996.0367272525	1081.657077019
248.573	1225.99	1026.501400687	1159.48903475	1026.500241609	1080.895844925	995.0203701428	1124.530207162	994.9788275899	1080.897077019
250.663	1225.78	1025.57930071	1159.032034691	1025.578141917	1080.135844925	993.9635907465	1123.91320805	993.9219279272	1080.134077078
252.767	1225.55	1024.652300651	1158.572034691	1024.651141858	1079.372844037	992.9061812437	1123.30320805	992.8645182066	1079.367077019
254.885	1225.33	1023.722300651	1158.10903475	1023.721141858	1078.602844037	991.8482818652	1122.68320805	991.8065285191	1078.604077078
257.014	1225.09	1022.795300592	1157.64903475	1022.794141798	1077.835844925	990.7903824867	1122.06320805	990.7486288565	1077.834077078
259.158	1224.86	1021.865300592	1157.17903475	1021.864141798	1077.065844925	989.7319729839	1121.440207162	989.6902191359	1077.064077078
261.313	1224.61	1020.938300533	1156.70903475	1020.937142686	1076.292844037	988.6742836409	1120.81320805	988.6323194732	1076.294077078
263.483	1224.37	1020.010400509	1156.22903475	1020.009242378	1075.522844037	987.6156843512	1120.18320805	987.5738398438	1075.524077078
265.666	1224.12	1019.081300474	1155.752034691	1019.080142627	1074.752844037	986.5567849727	1119.55320805	986.5149401811	1074.744077078
267.864	1223.86	1018.151300474	1155.272034691	1018.150142627	1073.972844037	985.4975855054	1118.920207162	985.4556204854	1073.974077078
269.147	1223.71	1017.611300474	1154.992034691	1017.610142627	1073.522844037	984.881995896	1118.54320805	984.8393307091	1073.514077078
271.364	1223.44	1016.679400332	1154.50903475	1016.678243148	1072.742844037	983.8231865708	1117.910207162	983.7804310465	1072.737077019
273.597	1223.17	1015.749400332	1154.01903475	1015.748243148	1071.955844925	982.7632871922	1117.26320805	982.7205313838	1071.954077078
275.841	1222.89	1014.820300296	1153.52903475	1014.819143396	1071.172844037	981.703897938	1116.62320805	981.6611417792	1071.174077078
278.1	1222.61	1013.890300296	1153.032034691	1013.889143396	1070.392844037	980.6442986483	1115.97320805	980.6015421107	1070.387077019
280.373	1222.33	1012.960300296	1152.53903475	1012.959143396	1069.602844037	979.5843992698	1115.32320805	979.5414323841	1069.604077078
282.659	1222.04	1012.028400154	1152.03903475	1012.027243917	1068.812844037	978.52379998	1114.66320805	978.4808328103	1068.814077078
284.96	1221.74	1011.098400154	1151.532034691	1011.097153892	1068.022844037	977.4632006903	1114.006208938	977.4202331417	1068.024077078
287.276	1221.44	1010.168580147	1151.022034691	1010.165323328	1067.232844037	976.4026014006	1113.346208938	976.358933562	1067.227077019
289.605	1221.13	1009.231850077	1150.512034691	1009.230603958	1066.432844037	975.3410921641	1112.676208938	975.2980338994	1066.434077078
291.948	1220.81	1008.30203007	1150.002034691	1008.300784007	1065.635844925	974.2797029099	1112.016208938	974.2364342308	1065.637077019
294.306	1220.49	1007.36730998	1149.485034632	1007.366064637	1064.835844925	973.218403709	1111.346208938	973.1751346511	1064.837077019
296.678	1220.17	1006.43685998	1148.965034632	1006.435614495	1064.035844925	972.1568044192	1110.666208938	972.1130450405	1064.037077019
