time (s) 	ai1 (K)	ai2 (K)	ai3 (K)	ai4 (K)	ai5 (K)	ai6 (K)	ai7 (K)	ai8 (K)	ai9 (K)
1632.48	932.611	735.0103947762	882.8198226379	735.0033889105	774.4271914768	678.5101349252	816.34841314	678.4773909451	774.432160579
1637.85	931.604	734.2598946874	881.9319225965	734.2526797048	773.5804924534	677.7595365233	815.447113939	677.7267014766	773.5854605139
1641.53	930.913	733.7461046259	881.3241225728	733.7386803085	773.0005930749	677.2451375887	814.829614383	677.213001885	773.0058604665
1646.92	929.907	732.9960945453	880.4369225373	732.9890911419	772.1555939627	676.4954491335	813.9300150932	676.4634024414	772.1608604073
1652.31	928.899	732.2455944565	879.5487225018	732.2383819362	771.3091950281	675.7456406961	813.0291157147	675.7137129729	771.3141603422
1657.72	927.892	731.4957943737	878.6608224603	731.4878827944	770.4634960047	674.9959522409	812.128516425	674.9639035601	770.4684602771
1663.14	926.885	730.7452042884	877.7719224189	730.7373836527	769.6177969814	674.2470537502	811.2279171352	674.2152140916	769.6227602119
1666.85	926.194	730.2312042292	877.1631223952	730.2235942256	769.0388976028	673.7338648512	810.6114175792	673.7023944609	769.0438601705
1672.28	925.188	729.4810041345	876.2752223538	729.4735850258	768.1938984907	672.985756325	809.7118182894	672.9540049865	768.1988601113
1677.72	924.18	728.7309040575	875.3860223183	728.7230858841	767.3481994673	672.2371579231	808.8112189997	672.2061055488	767.3534600403
1683.18	923.173	727.9804039687	874.4971222768	727.9732867482	766.5035004439	671.4893494857	807.91161971	671.4582061111	766.5084599811
1688.64	922.166	727.2306038859	873.6086222472	727.2229975757	765.6588014205	670.741871066	807.0127203315	670.7106066674	765.6637599159
1692.39	921.476	726.7166038267	872.9991222176	726.7089981794	765.079902042	670.2302620959	806.3965208642	670.1989069811	765.0851598686
1697.86	920.469	725.9664037319	872.1102221762	725.9591989489	764.2362030186	669.4835736407	805.4976214856	669.4525176014	764.2411598094
1703.35	919.463	725.2166036491	871.2210221407	725.2086998071	763.3915039953	668.7367652033	804.5983222847	668.7059181578	763.3964597443
1708.85	918.456	724.4663135579	870.3311220992	724.4589006713	762.5475048831	667.9906566772	803.699722995	667.9598086561	762.5527596791
1714.36	917.449	723.716513475	869.4419220637	723.7087015236	761.7038058597	667.244968222	802.8011237052	667.2142092125	761.709059614
1718.14	916.759	723.2025134158	868.8314220341	723.1946121024	761.12520657	666.7338693762	802.1853240604	666.702809615	761.1301595726
1723.66	915.752	722.4525933318	867.9422219986	722.4449028968	760.2815075466	665.9889708855	801.2870248594	665.9581201465	760.2874595075
1729.2	914.746	721.7025132382	867.0520219631	721.6951037609	759.4385084344	665.2440723948	800.3891254809	665.2133107336	759.4437594423
1734.74	913.739	720.9525031577	866.1611219216	720.9448145884	758.5951094999	664.4994739929	799.4905261912	664.4686212651	758.6000593772
1740.3	912.732	720.2022130665	865.2709218861	720.1950154525	757.7514104765	663.7547855377	798.5929269015	663.7245117635	757.757059318
1744.11	912.042	719.6882130073	864.6601218624	719.6803160503	757.173511098	663.2444766564	797.9774273454	663.214622224	757.1787592647
1749.69	911.036	718.9384129245	863.769221821	718.9308169086	756.3308120746	662.5013681302	797.0798280556	662.4708128111	756.3360591996
1755.27	910.029	718.1882128297	862.8783217795	718.1808077088	755.4881130512	661.7576796751	796.1829286771	661.7276132846	755.4933591345
1760.86	909.023	717.4384127469	861.987121744	717.4307286002	754.6454140278	661.0142913087	795.2853293874	660.984523899	754.6513590753
1766.47	908.016	716.6884026664	861.0959217085	716.6807194004	753.8027150044	660.2714828713	794.3877300977	660.2416244613	753.8086590102
1770.32	907.326	716.1746126048	860.4851216848	716.1667200041	753.2258156259	659.7629938834	793.7732305416	659.7330147998	753.2310589628
1775.94	906.32	715.425112516	859.5942216434	715.4172208624	752.3841166025	659.021185446	792.8769313406	658.9913253314	752.3893588977
1781.57	905.314	714.6746124272	858.7020216079	714.6667217206	751.5424175792	658.2785870441	791.9800319621	658.2495159185	751.5473588385
1787.21	904.307	713.9248123443	857.8101215664	713.9172225789	750.6997185558	657.5369886422	791.0834326724	657.50782645	750.7056587734
1792.87	903.301	713.1748222472	856.9179215309	713.167423443	749.8587194436	656.7960901515	790.1875332939	656.7663170312	749.8639587083
1796.75	902.611	712.6613121963	856.3064215013	712.653634016	749.2821201539	656.2879012525	789.5733338266	656.2588274088	749.2873586609
1802.42	901.606	711.9118121075	855.4149214717	711.9041348742	748.4407212193	655.5477927263	788.6777345368	655.5185279593	748.4463586017
1808.1	900.599	711.1613120187	854.5220214303	711.1536357324	747.5997221071	654.8071943244	787.7811352471	654.7781184636	747.6049585307
1813.79	899.593	710.4117219335	853.6288213947	710.4038365966	746.7583231725	654.066805958	786.8852358686	654.0380290779	746.7639584715
1819.5	898.587	709.6613118411	852.7366213592	709.6541273909	745.9173240604	653.3272075561	785.9896365789	653.2983396095	745.9232584063
1823.41	897.897	709.1475217795	852.1241213296	709.1401279946	745.3414246819	652.8205085327	785.3761370228	652.7915199788	745.346658359
1829.13	896.892	708.3980216907	851.2319212941	708.3906288529	744.5010257473	652.0812102196	784.4815377331	652.0529205352	744.5069582939
1834.87	895.885	707.6482216079	850.3380212527	707.640339775	743.6603267239	651.3423117289	783.5859384433	651.3137411247	743.6662582287
1840.61	894.879	706.8982115274	849.4445212231	706.8905405445	742.8196277005	650.6035032915	782.6903391536	650.5749317118	742.8255581636
1846.37	893.873	706.1482214303	848.5506211816	706.1408314335	741.9799286771	649.8653249606	781.7957398639	649.8370321794	741.9851580926
1850.32	893.184	705.6342213711	847.9378211579	705.6268320372	741.4040292986	649.3594159018	781.1822403078	649.3307226067	741.4092580511
1856.09	892.178	704.8847212823	847.0446211224	704.8773328955	740.564630364	648.6218174999	780.2883409293	648.5940331382	740.5702579919
1861.88	891.172	704.1349211994	846.150721081	704.1270438176	739.7246312518	647.884219098	779.3937416395	647.8564336946	739.7298579209
1867.67	890.166	703.3853311141	845.2565210455	703.377454651	738.8852323173	647.1474106606	778.4991423498	647.1195342569	738.8908578617
1873.48	889.16	702.6349210218	844.3613210099	702.6270455341	738.0455332939	646.4100222942	777.6045430601	646.3822348073	738.0511577966
1877.47	888.471	702.1209209626	843.7485209863	702.113746049	737.4706339154	645.9054133241	776.992043504	645.877745185	737.4758577433
1883.29	887.465	701.3714208738	842.8543209507	701.3635469961	736.6312349808	645.1690249577	776.0984442143	645.1417257082	736.6368576841
1889.13	886.46	700.6216207909	841.9594209093	700.6139578294	735.7922358686	644.4333365025	775.2045448358	644.4055462977	735.798157619
1894.97	885.454	699.8721207021	841.0642208738	699.8642487184	734.9535368452	643.6977381006	774.310945546	643.6699468541	734.9594575539
1900.83	884.448	699.1218306109	840.1690208383	699.1146595518	734.1148378218	642.9621396987	773.4173462563	642.9350474163	734.1207574888
1904.86	883.759	698.6080405494	839.5555208087	698.6007501804	733.5402385321	642.4585307286	772.805146789	642.4309478129	733.5461574414
1910.73	882.754	697.8588204712	838.6603207731	697.8511610138	732.7025395087	641.7239323267	771.9122474105	641.6963483693	732.7074573763
1916.62	881.749	697.1088303741	837.7651207376	697.1014519028	731.8638404854	640.9893339248	771.0196481207	640.9623288925	731.8697573112
1922.52	880.743	696.3591202877	836.8689207021	696.351462819	731.026141462	640.2549455585	770.126048831	640.2279395128	731.0313572401
1928.44	879.738	695.6095302025	835.9730206607	695.6016636832	730.1884424386	639.5213471566	769.2334495413	639.4943400691	730.193657175
1932.5	879.048	695.0955301433	835.358220637	695.0876642869	729.6138431489	639.017948222	768.6219499852	638.9911504408	729.6190571276
1938.43	878.043	694.3460300545	834.4620206015	694.3381651452	728.7761441255	638.2851397846	767.7293506955	638.2581309641	728.7820570684
1944.37	877.037	693.5958299597	833.5658205659	693.5884560342	727.9384451021	637.5515413827	766.8367514057	637.5249515536	727.9443570033
1950.33	876.032	692.8458198792	832.6689205245	692.8381668616	727.1010461675	636.8189429808	765.9448520272	636.7923521099	727.1066569382
1956.3	875.027	692.0963197904	831.7724204949	692.0884577507	726.2640470553	636.0863445789	765.0522527375	636.0597526663	726.2692568672
1960.4	874.338	691.5825297289	831.1576204712	691.5746684183	725.6904477656	635.584855591	764.4410532702	635.5581430049	725.6956568198
1966.38	873.333	690.8330296401	830.2614204357	690.8251692765	724.8537487422	634.8532571891	763.5501538917	634.8267536251	724.8596567606
1972.38	872.328	690.0835295513	829.3635203943	690.0756701348	724.0170497189	634.1211689115	762.658554602	634.0951541815	724.0222566896
1978.39	871.322	689.3337294684	828.4663203587	689.3258709989	723.1806507843	633.3901504386	761.7669553122	633.3640446799	723.1865566244
1984.41	870.317	688.5837393713	827.5691203232	688.5763718572	722.3439517609	632.6587620722	760.8753560225	632.6329552942	722.3498565593
1988.55	869.628	688.0697393121	826.9533202996	688.0618825189	721.7703524711	632.1581531021	760.2638564664	632.1318556908	721.776256512
1994.59	868.623	687.3200292257	826.056120264	687.3128733191	720.9346534478	631.4275547002	759.3732571767	631.4019562531	720.9405564468
2000.65	867.618	686.5705291369	825.1579202285	686.5628843301	720.0989544244	630.6971663338	758.4823577982	630.6716568035	720.1041563758
2006.72	866.612	685.8200290481	824.258720193	685.8123851883	719.262255401	629.9665679319	757.5907585084	629.9410573599	719.2674563107
2012.81	865.605	685.0694389628	823.3588201516	685.0615860525	718.4248564664	629.23596953	756.6981592187	629.2104579163	718.4307562456
2016.99	864.915	684.5545289001	822.7420201279	684.5466766811	717.8509570879	628.7350807197	756.0869597514	628.7098482548	717.8568562041
2023.1	863.91	683.8042388089	821.8428200924	683.7963876032	717.0152580645	628.0054823178	755.1960603729	627.9802488112	717.0204561331
2029.22	862.903	683.0535287225	820.9426200568	683.0458884615	716.1788591299	627.2754638449	754.3044610832	627.2506493676	716.1844560739
